movie_title,person_name,production_budget,domestic_gross,roi_domestic,worldwide_gross,roi_worldwide,movie_id
Morning Glory,J.J. Abrams,40000000.0,31011732.0,0.7752933,59795070.0,1.49487675,38357
Morning Glory,Bryan Burk,40000000.0,31011732.0,0.7752933,59795070.0,1.49487675,38357
Harry Brown,Keith Bell,7300000.0,1818681.0,0.2491343835616438,12023606.0,1.6470693150684932,25941
Harry Brown,Matthew Brown,7300000.0,1818681.0,0.2491343835616438,12023606.0,1.6470693150684932,25941
Harry Brown,Kris Thykier,7300000.0,1818681.0,0.2491343835616438,12023606.0,1.6470693150684932,25941
Harry Brown,Matthew Vaughn,7300000.0,1818681.0,0.2491343835616438,12023606.0,1.6470693150684932,25941
Cats & Dogs: The Revenge of Kitty Galore,Andrew Lazar,85000000.0,43585753.0,0.5127735647058823,113026383.0,1.3297221529411765,39691
Cats & Dogs: The Revenge of Kitty Galore,Polly Johnsen,85000000.0,43585753.0,0.5127735647058823,113026383.0,1.3297221529411765,39691
The Fighter,Dorothy Aufiero,11000000.0,93617009.0,8.510637181818181,129262388.0,11.75112618181818,45317
The Fighter,Ryan Kavanaugh,11000000.0,93617009.0,8.510637181818181,129262388.0,11.75112618181818,45317
The Fighter,Todd Lieberman,11000000.0,93617009.0,8.510637181818181,129262388.0,11.75112618181818,45317
The Fighter,David Hoberman,11000000.0,93617009.0,8.510637181818181,129262388.0,11.75112618181818,45317
The Fighter,Mark Wahlberg,11000000.0,93617009.0,8.510637181818181,129262388.0,11.75112618181818,45317
